Chromosome	Transposon Position	Transposon	Region	Transcript Name	Gene Name	Biotype	Phenotype	GO Annotation	Number of Strains	Strains
IV	12354739	Tc1	intron	ZC518.1	best-22	protein_coding	NA	NA	2	NIC231,QG557
IV	12381300	Tc4v	promoter	F28D1.4	thn-3	protein_coding	slow growth	NA	1	ECA36
IV	12427307	Tc3	intron	F08G5.5	ugt-65	protein_coding	NA	GO:0008152,GO:0016758	1	QX1211
IV	12430562	IR1_CE	intron	F08G5.5	ugt-65	protein_coding	NA	GO:0008152,GO:0016758	36	AB1,BRC20067,CB4858,CX11264,CX11292,CX11307,ED3017,ED3046,ED3048,EG4724,JU1409,JU1440,JU1581,JU1586,JU2007,JU2316,JU2466,JU2513,JU2526,JU258,JU360,JU782,MY23,N2,NIC242,NIC251,NIC256,NIC259,NIC261,NIC262,NIC266,NIC268,NIC269,NIC271,QX1211,QX1212
IV	12538522	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
IV	12561909	Tc6	gene	K08E7.10	K08E7.10	pseudogene	NA	NA	6	CB4851,EG4349,JU1896,MY10,NIC259,QW947
IV	12563276	Tc2	gene	K08E7.10	K08E7.10	pseudogene	NA	NA	1	JU1246
IV	12576606	Tc3	intron	K08E7.5	NA	protein_coding	NA	NA	4	JU2526,JU775,NIC251,NIC261
IV	12615381	LTRCER1	promoter	Y55D9A.1	efa-6	protein_coding	embryonic lethal	GO:0005938,GO:0005086,GO:0032012,GO:0005515,GO:0005543,GO:0009792,GO:0009792	1	JU2513
IV	12790039	LTRCER1	intron	F07C6.3	NA	protein_coding	NA	NA	1	NIC276
IV	12798233	Tc1	gene	F07C6.8	NA	other	NA	NA	1	CB4851
IV	12853255	MARINCE1	intron	M02B1.1	srf-3	protein_coding	NA	GO:0005459,GO:0005462,GO:0005794,GO:0015785,GO:0015788,GO:0048471,GO:0005338,GO:0015780,GO:0016021,GO:0000139,GO:0005351,GO:0008643	2	CB4856,QX1794
IV	12876677	Tc3	promoter	ZK896.1	NA	protein_coding	NA	NA	1	JU2007
IV	12883499	Tc1	promoter	ZK896.4	NA	protein_coding	NA	NA	1	CB4851
IV	12951315	MIRAGE1	exon	F55G11.9	abt-3	pseudogene	NA	NA	1	JU1400
IV	12952411	Tc1	gene	F55G11.9	F55G11.9	pseudogene	NA	NA	1	CB4851
IV	12974816	Tc4v	intron	F55G11.4	NA	protein_coding	NA	GO:0050829	3	CB4856,NIC207,NIC268
IV	12993526	MIRAGE1	CDS	K10D11.4	NA	protein_coding	NA	NA	1	JU1491
IV	13012037	Tc3	intron	F49E11.1	mbk-2	protein_coding	sterile progeny,embryonic lethal	GO:0000281,GO:0000910,GO:0004672,GO:0004674,GO:0004713,GO:0005515,GO:0005524,GO:0005694,GO:0005737,GO:0005813,GO:0005938,GO:0006468,GO:0007017,GO:0009792,GO:0009880,GO:0018105,GO:0018107,GO:0018108,GO:0043186,GO:0045167,GO:0045732,GO:0046777,GO:0016772,GO:0009792,GO:0010171,GO:0000003,GO:0009792,GO:0040025,GO:0009792,GO:0009792,GO:0035046,GO:0009792,GO:0000910,GO:0007052,GO:0035046,GO:0007052,GO:0035046,GO:0009792,GO:0007126,GO:0045132,GO:0009792	2	CB4856,NIC268
IV	13061455	MARINCE1	promoter	C39E9.1	scl-4	pseudogene	NA	GO:0008340	1	NIC272
IV	13120623	Tc2	intron	B0564.10	unc-30	protein_coding	NA	GO:0000983,GO:0005634,GO:0033563,GO:0040011,GO:0040012,GO:0043565,GO:0045944,GO:0097154,GO:0003677,GO:0003700,GO:0040011	1	CB4851
IV	13122607	MIRAGE1	intron	B0564.10	unc-30	protein_coding	NA	GO:0000983,GO:0005634,GO:0033563,GO:0040011,GO:0040012,GO:0043565,GO:0045944,GO:0097154,GO:0003677,GO:0003700,GO:0040011	1	QX1792
IV	13293290	Tc5	intron	Y67H2A.2	NA	protein_coding	NA	GO:0005515	1	CB4856
IV	13346815	Tc3	promoter	W02A2.9	NA	protein_coding	NA	GO:0016021	2	JU782,NIC256
IV	13356176	LTRCER1	intergenic	NA	NA	NA	NA	NA	7	CB4932,JU1242,JU1568,JU311,JU397,JU406,JU792
IV	13399226	MARINER2	three_prime_UTR	Y62E10A.14	NA	protein_coding	one cell arrest early emb,embryonic lethal	GO:0009792,GO:0009792	1	JU1200
IV	13405189	MARINER2	intron	Y62E10A.19	NA	protein_coding	embryonic lethal	NA	3	CB4932,JU1242,JU311
IV	13503736	LINE2G_CE	promoter	Y45F10A.6	tbc-9	protein_coding	NA	GO:0005097,GO:0032313,GO:0005509	8	CB4851,CB4932,DL238,JU1491,JU1580,MY16,QX1211,QX1791
IV	13506590	MARINER2	intron	Y45F10A.4	seld-1	protein_coding	NA	GO:0003824,GO:0004756,GO:0005524	1	JU394
IV	13506666	Tc2	intron	Y45F10A.4	seld-1	protein_coding	NA	GO:0003824,GO:0004756,GO:0005524	1	CB4851
IV	13519766	CELE42	intron	F52G2.1	dcap-2	protein_coding	embryonic lethal	GO:0000290,GO:0000932,GO:0043186,GO:0050072,GO:0016787,GO:0003723,GO:0030145,GO:0009792	1	JU394
IV	13544031	Tc1	intron	F52G2.3	NA	protein_coding	embryonic lethal	GO:0009792	1	CB4851
IV	13604980	WBT00000074	exon	Y45F10B.18	NA	pseudogene	NA	NA	4	JU2526,JU258,NIC251,NIC265
IV	13610894	Tc1	promoter	C08F11.13	NA	protein_coding	NA	NA	1	CB4851
IV	13610894	Tc1	promoter	C08F11.19	NA	pseudogene	NA	NA	1	CB4851
IV	13623335	MARINER2	promoter	C08F11.1	NA	protein_coding	NA	NA	6	CB4932,JU1242,JU1568,JU2001,JU311,JU397
IV	13659759	MARINCE1	promoter	Y45F10C.1	NA	protein_coding	NA	GO:0040011	19	CB4851,CB4856,JU1213,JU1246,JU1491,JU1580,JU1581,JU1652,JU1896,JU394,JU751,JU778,JU847,LKC34,MY16,MY23,NIC272,QX1791,QX1793
IV	13663581	Tc1	CDS	Y45F10C.4	NA	protein_coding	NA	NA	1	CB4851
IV	13674274	Tc4v	intron	T23G4.4	oac-48	protein_coding	NA	GO:0016747	1	QG556
IV	13706030	LINE2D	intergenic	NA	NA	NA	NA	NA	1	QX1211
IV	13774807	Tc5	promoter	Y45F10D.16	NA	protein_coding	NA	NA	1	CB4932
IV	13774807	Tc5	promoter	Y45F10D.2	NA	protein_coding	NA	NA	1	CB4932
IV	13801610	MARINER2	intergenic	NA	NA	NA	NA	NA	1	QX1794
IV	13807288	MARINER2	intron	Y45F10D.14	NA	protein_coding	NA	NA	1	CX11262
IV	13818414	Tc1	intron	Y45F10D.15	NA	protein_coding	NA	NA	1	CB4851
IV	13898640	MARINER2	intron	Y37A1A.3	NA	protein_coding	NA	GO:0016020,GO:0022891,GO:0055085,GO:0016021,GO:0022857	2	CB4856,NIC268
IV	13900364	Tc3	intron	Y37A1A.3	NA	protein_coding	NA	GO:0016020,GO:0022891,GO:0055085,GO:0016021,GO:0022857	1	QG556
IV	13935621	Tc2	intron	Y37A1A.4	NA	protein_coding	NA	NA	1	CB4851
IV	13976843	MARINER2	intron	Y37A1B.17	NA	protein_coding	NA	GO:0005089,GO:0035023,GO:0005515,GO:0040011	1	NIC269
IV	13976843	MARINER2	gene	Y37A1B.287	21ur-7241	other	NA	NA	1	NIC269
IV	13987483	Tc3	promoter	Y37A1B.11	egl-23	protein_coding	NA	GO:0040017,GO:0005267,GO:0016020,GO:0071805	1	QX1792
IV	13987483	Tc3	promoter	Y37A1B.12	tor-1	protein_coding	embryonic lethal	GO:0005524,GO:0051085	1	QX1792
IV	14008885	MARINER2	intron	Y37A1B.11	egl-23	protein_coding	NA	GO:0040017,GO:0005267,GO:0016020,GO:0071805	1	QX1211
IV	14008885	MARINER2	gene	Y37A1B.89	21ur-2949	other	NA	NA	1	QX1211
IV	14045315	MARINER2	gene	Y37A1B.212	21ur-10425	other	NA	NA	12	CB4851,JU1652,JU1896,JU394,JU440,JU642,NIC207,NIC242,NIC255,NIC259,NIC277,NIC3
IV	14045315	MARINER2	promoter	Y37A1B.7	NA	protein_coding	NA	NA	12	CB4851,JU1652,JU1896,JU394,JU440,JU642,NIC207,NIC242,NIC255,NIC259,NIC277,NIC3
IV	14064962	MARINER2	intron	Y37A1B.2	lst-4	protein_coding	embryonic lethal	GO:0005547,GO:0005737,GO:0043621,GO:0045335,GO:0051020,GO:0090386,GO:0090389,GO:0005515,GO:0035091,GO:0007067,GO:0015031,GO:0006886,GO:0009792,GO:0040027	1	NIC3
IV	14110142	LTRCER1	intron	Y37A1C.1	nkcc-1	protein_coding	NA	GO:0006810,GO:0016020,GO:0055085,GO:0006811,GO:0015377,GO:0016021	1	JU440
IV	14171062	HELITRONY1_CE	promoter	R05A10.4	NA	protein_coding	NA	NA	1	QX1211
IV	14175089	Tc1	intron	R05A10.3	NA	protein_coding	NA	NA	1	CB4851
IV	14175089	Tc1	gene	R05A10.47	21ur-59	other	NA	NA	1	CB4851
IV	14175089	Tc1	gene	R05A10.86	21ur-10003	other	NA	NA	1	CB4851
IV	14224620	MARINER2	intergenic	NA	NA	NA	NA	NA	1	MY1
IV	14262535	Tc1	intergenic	NA	NA	NA	NA	NA	17	DL238,ED3012,JU1212,JU1213,JU1246,JU1491,JU1580,JU1581,JU2464,JU393,JU751,JU778,MY16,MY23,NIC236,NIC269,NIC272
IV	14278779	MARINER2	gene	Y64G10A.342	21ur-8006	other	NA	NA	1	QX1794
IV	14278779	MARINER2	intron	Y64G10A.6	NA	protein_coding	sterile progeny,maternal sterile	GO:0000003,GO:0000003	1	QX1794
IV	14278945	MARINER2	intron	Y64G10A.6	NA	protein_coding	sterile progeny,maternal sterile	GO:0000003,GO:0000003	50	CB4856,CB4932,DL238,ED3012,EG4725,JU1212,JU1213,JU1242,JU1246,JU1491,JU1568,JU1580,JU1581,JU2001,JU2316,JU2464,JU258,JU311,JU397,JU406,JU440,JU642,JU751,JU775,JU778,JU782,JU792,KR314,MY16,MY23,NIC195,NIC199,NIC207,NIC236,NIC242,NIC255,NIC256,NIC261,NIC262,NIC266,NIC268,NIC269,NIC271,NIC272,NIC277,NIC3,PS2025,QG556,QX1792,QX1793
IV	14311085	MARINER2	intron	Y64G10A.7	NA	protein_coding	NA	GO:0005515,GO:0005509	2	CB4851,JU394
IV	14328461	PALTA3_CE	intergenic	NA	NA	NA	NA	NA	1	JU394
IV	14328723	PALTA3_CE	intergenic	NA	NA	NA	NA	NA	1	CB4851
IV	14385467	Tc4v	promoter	Y67A10A.8	paqr-3	protein_coding	NA	GO:0016021	22	CB4932,EG4725,JU1242,JU1568,JU2001,JU311,JU397,JU406,JU440,JU642,JU792,JU847,KR314,NIC166,NIC195,NIC207,NIC242,NIC255,NIC259,NIC266,NIC277,NIC3
IV	14395706	Tc1	intron	Y67A10A.9	NA	protein_coding	NA	GO:0016021	1	CB4851
IV	14420581	LINE2C	intron	F55B11.7	NA	protein_coding	NA	GO:0005515	10	CB4856,JU1491,JU2464,JU311,JU778,MY16,NIC236,NIC242,NIC272,QX1792
IV	14511737	HELITRON2_CE	intergenic	NA	NA	NA	NA	NA	2	JU1580,MY16
IV	14542797	MARINER2	promoter	T27E7.6	NA	protein_coding	NA	NA	3	PS2025,QG556,QG557
IV	14550077	Tc1A	intron	Y57G11B.1	NA	protein_coding	NA	NA	34	CB4932,DL238,ED3012,EG4725,JU1212,JU1242,JU1246,JU1491,JU1568,JU1580,JU1581,JU2001,JU2464,JU311,JU393,JU397,JU440,JU642,JU751,JU778,KR314,MY16,MY23,NIC166,NIC195,NIC207,NIC236,NIC242,NIC269,NIC272,NIC277,NIC3,QX1792,QX1793
IV	14648573	Tc3	intron	Y57G11C.32	NA	protein_coding	NA	NA	11	ED3012,JU1491,JU1580,JU1581,JU2464,JU778,MY16,MY23,NIC236,NIC269,NIC272
IV	14648573	Tc3	gene	Y57G11C.387	21ur-2317	other	NA	NA	11	ED3012,JU1491,JU1580,JU1581,JU2464,JU778,MY16,MY23,NIC236,NIC269,NIC272
IV	14692912	LTRCER1	intergenic	NA	NA	NA	NA	NA	1	JU2001
IV	14703023	MARINER2	intergenic	NA	NA	NA	NA	NA	1	QX1211
IV	14707905	Tc1	promoter	Y57G11C.2	lgc-7	protein_coding	NA	GO:0006811,GO:0016020,GO:0016021,GO:0005230,GO:0006810	1	CB4851
IV	14707905	Tc1	promoter	Y57G11C.41	NA	protein_coding	NA	NA	1	CB4851
IV	14721993	Tc9	intergenic	NA	NA	NA	NA	NA	5	JU258,JU775,JU782,NIC199,NIC251
IV	14724469	MARINER2	intergenic	NA	NA	NA	NA	NA	2	ECA36,QX1211
IV	14727697	Tc4v	promoter	Y57G11C.42	NA	protein_coding	NA	NA	3	EG4725,NIC195,NIC266
IV	14729854	WBT00000074	gene	Y57G11C.42	Y57G11C.42	protein_coding	NA	NA	4	CB4851,JU1652,JU1896,JU394
IV	14755295	NPAL5A_CE	promoter	Y57G11C.499	NA	protein_coding	NA	GO:0005515	12	JU2316,JU258,JU775,JU782,NIC199,NIC251,NIC256,NIC260,NIC261,NIC262,NIC265,NIC271
IV	14774521	Tc3	five_prime_UTR	Y57G11C.51	NA	protein_coding	NA	NA	8	JU258,JU775,JU782,NIC199,NIC251,NIC256,NIC260,NIC262
IV	14807810	MARINCE1	intron	Y57G11C.50	oig-5	protein_coding	NA	NA	3	CB4856,QG556,QG557
IV	14808286	MARINCE1	CDS	Y57G11C.50	oig-5	protein_coding	NA	NA	1	PS2025
IV	14810729	WBT00000074	intergenic	NA	NA	NA	NA	NA	6	JU258,JU775,JU782,NIC199,NIC260,NIC265
IV	14814437	MARINER2	intron	Y57G11C.46	NA	protein_coding	NA	GO:0004888,GO:0007606,GO:0016021	1	NIC269
IV	14816194	LONGPAL1	intron	Y57G11C.46	NA	protein_coding	NA	GO:0004888,GO:0007606,GO:0016021	1	EG4349
IV	14849032	LTRCER1	intron	Y57G11C.22	NA	protein_coding	NA	GO:0005080,GO:0005515,GO:0019904	2	QX1792,QX1793
IV	14863777	MARINCE1	intron	Y57G11C.38	NA	protein_coding	NA	NA	1	CB4856
IV	14870624	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
IV	14873733	Tc3	intergenic	NA	NA	NA	NA	NA	8	JU1242,JU642,KR314,NIC207,NIC242,NIC259,NIC277,NIC3
IV	14879836	Tc4v	intron	Y57G11C.24	eps-8	protein_coding	sterile,three fold arrest,slow growth,larval lethal,L1 arrest,larval arrest,embryonic lethal,two fold arrest	GO:0002119,GO:0005903,GO:0008092,GO:0009792,GO:0031012,GO:0045109,GO:0045177,GO:0045185,GO:0048546,GO:0048598,GO:0048730,GO:0051015,GO:0051016,GO:0051017,GO:0005515,GO:0002119,GO:0040011,GO:0009792,GO:0009792,GO:0002119,GO:0040011,GO:0009792,GO:0002119,GO:0009792,GO:0002119,GO:0030421,GO:0009792,GO:0002119,GO:0030421,GO:0030421,GO:0009792,GO:0000003,GO:0009792,GO:0006898,GO:0009792,GO:0040027,GO:0040026	4	CB4851,JU1652,JU1896,JU394
IV	14879836	Tc4v	gene	Y57G11C.718	21ur-7632	other	NA	NA	4	CB4851,JU1652,JU1896,JU394
IV	14893385	MARINER2	intron	Y57G11C.24	eps-8	protein_coding	sterile,three fold arrest,slow growth,larval lethal,L1 arrest,larval arrest,embryonic lethal,two fold arrest	GO:0002119,GO:0005903,GO:0008092,GO:0009792,GO:0031012,GO:0045109,GO:0045177,GO:0045185,GO:0048546,GO:0048598,GO:0048730,GO:0051015,GO:0051016,GO:0051017,GO:0005515,GO:0002119,GO:0040011,GO:0009792,GO:0009792,GO:0002119,GO:0040011,GO:0009792,GO:0002119,GO:0009792,GO:0002119,GO:0030421,GO:0009792,GO:0002119,GO:0030421,GO:0030421,GO:0009792,GO:0000003,GO:0009792,GO:0006898,GO:0009792,GO:0040027,GO:0040026	1	QX1794
IV	14893385	MARINER2	gene	Y57G11C.60	21ur-1571	other	NA	NA	1	QX1794
IV	14903340	Tc1	intergenic	NA	NA	NA	NA	NA	7	CB4851,JU1652,JU1896,JU394,PS2025,QG556,QG557
IV	14933701	MARINER2	promoter	Y57G11C.1133	NA	pseudogene	NA	NA	11	JU258,JU775,JU782,NIC199,NIC251,NIC256,NIC260,NIC261,NIC262,NIC265,NIC271
IV	14935435	MARINCE1	gene	Y57G11C.1134	linc-121	other	NA	NA	1	QX1794
IV	14953017	NPALTA1_CE	intron	Y41E3.22	NA	protein_coding	NA	NA	1	EG4725
IV	14953078	NPALTA1_CE	intron	Y41E3.22	NA	protein_coding	NA	NA	55	CB4851,CB4856,CB4932,DL238,ECA36,JU1212,JU1213,JU1242,JU1246,JU1491,JU1568,JU1581,JU1652,JU1896,JU2001,JU2464,JU258,JU311,JU397,JU406,JU440,JU642,JU751,JU775,JU778,JU782,JU847,KR314,MY16,MY23,NIC166,NIC195,NIC199,NIC207,NIC236,NIC251,NIC255,NIC256,NIC259,NIC260,NIC261,NIC265,NIC266,NIC268,NIC269,NIC272,NIC277,NIC3,PS2025,QG556,QX1211,QX1791,QX1792,QX1793,QX1794
IV	15008252	MARINCE1	intergenic	NA	NA	NA	NA	NA	1	JU1581
IV	15029279	Tc2	promoter	Y41E3.8	NA	protein_coding	NA	GO:0009566	1	JU1580
IV	15029279	Tc2	intron	Y41E3.9	fcd-2	protein_coding	embryonic lethal	GO:0005634,GO:0006289,GO:0006915,GO:0007050,GO:0090329,GO:0005488,GO:0006281,GO:0009792,GO:0009792,GO:0009566	1	JU1580
IV	15084126	Tc9	intron	Y41E3.17	srt-50	protein_coding	NA	NA	1	QX1211
IV	15137807	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
IV	15143148	MARINER2	intergenic	NA	NA	NA	NA	NA	3	JU751,MY16,MY23
IV	15148674	PAL3A_CE	promoter	Y40H7A.1	str-78	protein_coding	NA	GO:0019915	3	EG4349,JU311,MY16
IV	15155037	MARINER2	promoter	Y40H7A.2	NA	protein_coding	NA	NA	1	JU311
IV	15178158	LTRCER1	promoter	Y40H7A.14	NA	pseudogene	NA	NA	1	JU2001
IV	15178158	LTRCER1	promoter	Y40H7A.5	srd-23	protein_coding	NA	GO:0031513,GO:0043025	1	JU2001
IV	15192777	Tc2	intron	Y40H7A.6	sra-30	protein_coding	NA	GO:0004930,GO:0007606,GO:0016021,GO:0019915,GO:0019915,GO:0019915,GO:0019915	2	ECA36,QX1211
IV	15194175	MARINER2	intron	Y40H7A.6	sra-30	protein_coding	NA	GO:0004930,GO:0007606,GO:0016021,GO:0019915,GO:0019915,GO:0019915,GO:0019915	8	JU1491,JU1580,JU2464,JU258,JU782,MY16,MY23,NIC269
IV	15194518	CER15-1-LTR_CE	intron	Y40H7A.6	sra-30	protein_coding	NA	GO:0004930,GO:0007606,GO:0016021,GO:0019915,GO:0019915,GO:0019915,GO:0019915	1	MY1
IV	15219369	Tc4v	intergenic	NA	NA	NA	NA	NA	5	CX11285,PS2025,QG556,QG557,QX1793
IV	15237095	Tc4v	five_prime_UTR	Y73F8A.1	pkd-2	protein_coding	NA	GO:0005886,GO:0007617,GO:0030424,GO:0030425,GO:0031090,GO:0031513,GO:0034606,GO:0043025,GO:0048471,GO:0005509,GO:0016020	10	CB4932,CX11285,JU1568,JU2001,JU311,JU406,JU440,PS2025,QG556,QX1793
IV	15237095	Tc4v	intron	Y73F8A.2	lgc-52	protein_coding	NA	GO:0006811,GO:0016021,GO:0016020,GO:0005230,GO:0006810	10	CB4932,CX11285,JU1568,JU2001,JU311,JU406,JU440,PS2025,QG556,QX1793
IV	15245225	MIRAGE1	promoter	Y73F8A.36	NA	protein_coding	NA	NA	1	JU830
IV	15261778	MARINER2	intron	Y73F8A.5	NA	protein_coding	NA	NA	1	EG4349
IV	15263849	MARINER2	intron	Y73F8A.5	NA	protein_coding	NA	NA	2	EG4349,NIC272
IV	15312796	Tc1A	intron	Y73F8A.13	NA	protein_coding	NA	NA	5	JU258,JU775,NIC251,NIC260,NIC261
IV	15322494	MARINER2	promoter	Y73F8A.16	tbx-39	protein_coding	NA	GO:0003700,GO:0005634,GO:0006355	1	QX1794
IV	15337663	WBT00000074	intron	Y73F8A.18	irld-59	protein_coding	NA	GO:0016020	1	QX1791
IV	15337663	WBT00000074	gene	Y73F8A.571	21ur-6366	other	NA	NA	1	QX1791
IV	15429680	Tc3	intergenic	NA	NA	NA	NA	NA	1	JU1491
IV	15511166	MARINER2	intergenic	NA	NA	NA	NA	NA	1	QX1791
IV	15535182	Tc3	intron	Y73F8A.35	NA	protein_coding	NA	GO:0003824,GO:0008152	2	JU360,NIC199
IV	15589693	Tc3	promoter	Y105C5A.4	abu-5	protein_coding	NA	GO:0030968,GO:0008340,GO:0008340,GO:0008340	5	CX11285,PS2025,QG556,QG557,QX1793
IV	15716577	MARINER2	intron	Y105C5A.15	NA	protein_coding	NA	GO:0003676	1	QX1794
IV	15724238	MARINER2	intergenic	NA	NA	NA	NA	NA	11	CB4851,CX11285,DL238,JU1652,JU394,NIC195,PS2025,QX1791,QX1792,QX1793,QX1794
IV	15752116	MARINER2	promoter	Y105C5A.1285	NA	protein_coding	NA	NA	5	DL238,MY16,MY23,NIC268,QX1791
IV	15770878	MARINER2	intergenic	NA	NA	NA	NA	NA	2	ECA36,QX1211
IV	15772102	MARINER2	gene	Y105C5A.873	21ur-8393	other	NA	NA	1	DL200
IV	15776367	HAT1_CE	intergenic	NA	NA	NA	NA	NA	5	JU1200,JU1491,JU1581,JU642,NIC3
IV	15788444	Chapaev-1_CE	intergenic	NA	NA	NA	NA	NA	6	CB4932,JU2001,JU311,JU406,JU440,JU847
IV	15836163	WBT00000074	intergenic	NA	NA	NA	NA	NA	1	NIC268
IV	15837772	LTRCER1	intergenic	NA	NA	NA	NA	NA	1	JU2316
IV	15896641	Tc2	gene	Y105C5B.74	21ur-963	other	NA	NA	1	NIC260
IV	15902928	MIRAGE1	promoter	Y105C5B.5	NA	protein_coding	NA	NA	8	EG4724,JU2007,JU2522,JU2526,MY1,NIC252,NIC258,NIC274
IV	15910398	Tc3	gene	Y105C5B.461	21ur-3815	other	NA	NA	1	CB4856
IV	15910398	Tc3	gene	Y105C5B.828	21ur-15454	other	NA	NA	1	CB4856
IV	15919987	CELE45	promoter	Y105C5B.7	NA	pseudogene	NA	NA	1	QX1793
IV	15927381	MARINER2	promoter	Y105C5B.8	NA	protein_coding	NA	NA	5	JU258,JU360,NIC199,NIC251,NIC261
IV	15977547	PALTA3_CE	intergenic	NA	NA	NA	NA	NA	1	MY1
IV	16003322	MARINER2	intron	Y105C5B.21	jac-1	protein_coding	NA	GO:0005913,GO:0010172,GO:0032880,GO:0032956,GO:0045296,GO:0005515,GO:0005488,GO:0016337	1	JU1400
IV	16019572	MARINER2	intron	Y105C5B.21	jac-1	protein_coding	NA	GO:0005913,GO:0010172,GO:0032880,GO:0032956,GO:0045296,GO:0005515,GO:0005488,GO:0016337	1	JU2513
IV	16020460	LTRCER1	intron	Y105C5B.21	jac-1	protein_coding	NA	GO:0005913,GO:0010172,GO:0032880,GO:0032956,GO:0045296,GO:0005515,GO:0005488,GO:0016337	1	JU1568
IV	16029360	MARINER2	intergenic	NA	NA	NA	NA	NA	1	DL238
IV	16033884	Tc3	intergenic	NA	NA	NA	NA	NA	7	CB4851,ED3012,JU1896,JU394,MY16,MY23,NIC195
IV	16035720	Tc2	intergenic	NA	NA	NA	NA	NA	1	DL226
IV	16054944	Tc1	intergenic	NA	NA	NA	NA	NA	11	ED3048,EG4349,EG4725,JU2007,JU258,JU360,JU775,NIC199,NIC251,NIC262,NIC272
IV	16066284	NDNAX2_CE	intergenic	NA	NA	NA	NA	NA	1	CB4856
IV	16066533	NDNAX2_CE	intergenic	NA	NA	NA	NA	NA	1	MY1
IV	16077719	MARINER2	intergenic	NA	NA	NA	NA	NA	17	JU1200,JU1213,JU1242,JU1246,JU1491,JU1580,JU2464,JU397,JU642,NIC166,NIC207,NIC236,NIC242,NIC255,NIC259,NIC269,NIC3
IV	16088213	MARINER2	intergenic	NA	NA	NA	NA	NA	10	CB4851,CX11285,ED3012,JU1896,JU394,NIC195,PS2025,QG556,QG557,QX1793
IV	16116216	LTRCER1	intergenic	NA	NA	NA	NA	NA	1	NIC272
IV	16131694	MARINER2	promoter	Y105C5B.29	hlh-32	protein_coding	NA	GO:0046983,GO:0018991,GO:0018991	9	CB4932,JU2001,JU311,JU440,MY16,MY18,MY23,QX1791,QX1792
IV	16153077	Tc3	intergenic	NA	NA	NA	NA	NA	5	CB4851,ED3012,JU1896,JU394,NIC195
IV	16159236	WBT00000613	intergenic	NA	NA	NA	NA	NA	2	ED3048,JU775
IV	16161087	WBT00000613	intergenic	NA	NA	NA	NA	NA	1	JU1896
IV	16172075	CELE45	promoter	Y105C5B.28	gln-3	protein_coding	NA	GO:0004356,GO:0006807,GO:0006542,GO:0003824	3	CX11285,JU2464,QG556
IV	16172456	CELE45	promoter	Y105C5B.28	gln-3	protein_coding	NA	GO:0004356,GO:0006807,GO:0006542,GO:0003824	16	CB4932,DL238,ED3048,EG4349,EG4725,JU2001,JU2007,JU258,JU360,JU775,MY18,NIC199,NIC251,NIC262,NIC272,QX1211
IV	16195512	Tc3	promoter	Y7A9A.1	NA	protein_coding	NA	GO:0003840,GO:0006749	2	JU1581,NIC261
IV	16214752	Tc2	intergenic	NA	NA	NA	NA	NA	10	CX11285,JU1200,JU1491,JU1580,JU2464,JU642,NIC259,NIC269,NIC3,PS2025
IV	16217536	WBT00000074	intergenic	NA	NA	NA	NA	NA	1	JU311
IV	16220728	Tc3	intron	H25K10.3	srv-11	protein_coding	NA	GO:0016021	1	JU393
IV	16229561	MARINER2	intergenic	NA	NA	NA	NA	NA	1	QX1211
IV	16246066	MARINER2	promoter	F38C2.1	NA	protein_coding	NA	NA	1	QX1211
IV	16266291	LINE2C	intergenic	NA	NA	NA	NA	NA	1	QX1211
IV	16298793	MARINER2	promoter	Y7A9C.13	NA	pseudogene	NA	NA	16	JU1200,JU1212,JU1213,JU1242,JU1246,JU1491,JU1580,JU2464,JU397,JU642,KR314,NIC166,NIC207,NIC236,NIC269,NIC3
IV	16310780	Tc6	promoter	K03D3.13	rac-3	pseudogene	early larval lethal,embryonic lethal	GO:0016477,GO:0016477,GO:0007411,GO:0007411,GO:0007411,GO:0007411,GO:0007411,GO:0007411,GO:0040039,GO:0040039,GO:0040039,GO:0040039,GO:0007411,GO:0043652,GO:0040039,GO:0007411,GO:0007411,GO:0007411,GO:0040039,GO:0010171,GO:0040011,GO:0040039,GO:0010171,GO:0040011,GO:0009792,GO:0010171,GO:0040011,GO:0043652,GO:0043652,GO:0007411,GO:0007411,GO:0007411,GO:0007413,GO:0007409,GO:0007411,GO:0007413,GO:0007409,GO:0007411,GO:0007413,GO:0007409,GO:0007411,GO:0007413,GO:0007409,GO:0007411,GO:0007413,GO:0007409,GO:0007411,GO:0007413,GO:0007409,GO:0007411,GO:0007413,GO:0007409	13	ED3048,EG4349,EG4725,JU2007,JU258,JU360,JU775,MY18,NIC199,NIC251,NIC262,NIC266,NIC272
IV	16319745	Chapaev-1_CE	intergenic	NA	NA	NA	NA	NA	1	QX1211
IV	16321411	MARINER2	intron	K03D3.4	srz-61	protein_coding	NA	NA	24	CB4851,ED3012,JU1200,JU1213,JU1242,JU1246,JU1491,JU1580,JU1896,JU2464,JU2513,JU394,JU397,JU642,JU792,KR314,NIC195,NIC207,NIC236,NIC242,NIC255,NIC259,NIC269,NIC3
IV	16324114	MARINER2	CDS	K03D3.11	srz-104	protein_coding	NA	NA	11	CB4932,JU1568,JU2001,JU311,JU406,JU440,JU778,JU782,JU847,NIC256,NIC271
IV	16352365	HELITRONY1A_CE	intergenic	NA	NA	NA	NA	NA	5	CB4856,CX11285,MY16,MY1,MY23
