chromosome	clone	start	end	strain
X	WRMHS40O21	13045284	13079262	CB4856
X	WRMHS22K18	13047101	13084729	CB4856
X	WRMHS39D19	13050680	13082801	CB4856
X	WRMHS9J17	13100430	13135143	CB4856
X	WRMHS37J01	13104793	13144582	CB4856
X	WRMHS19E16	13105331	13149351	CB4856
X	WRMHS37A12	13111944	13144021	CB4856
X	WRMHS32E06	13123728	13156449	CB4856
X	WRMHS23D08	13124467	13162583	CB4856
X	WRMHS4E07	13125044	13159069	CB4856
X	WRMHS38N15	13128606	13161756	CB4856
X	WRMHS40F21	13138097	13174030	CB4856
X	WRMHS2E21	13174997	13210465	CB4856
X	WRMHS8N17	13182652	13214386	CB4856
X	WRMHS8I10	13198135	13235026	CB4856
X	WRMHS16P19	13199100	13231481	CB4856
X	WRMHS32F01	13206115	13245822	CB4856
X	WRMHS30K09	13206880	13236780	CB4856
X	WRMHS22A09	13215300	13246915	CB4856
X	WRMHS10N22	13216805	13242421	CB4856
X	WRMHS4G02	13217019	13246052	CB4856
X	WRMHS39F01	13226512	13254966	CB4856
X	WRMHS11I19	13239902	13271781	CB4856
X	WRMHS7N08	13245829	13282626	CB4856
X	WRMHS31P17	13246661	13280011	CB4856
X	WRMHS19E20	13246969	13284504	CB4856
X	WRMHS34G09	13248411	13286615	CB4856
X	WRMHS22C19	13258830	13292847	CB4856
X	WRMHS33E24	13261082	13301393	CB4856
X	WRMHS2H24	13265077	13296782	CB4856
X	WRMHS9K10	13286920	13317000	CB4856
X	WRMHS33K10	13291778	13323722	CB4856
X	WRMHS8E17	13294214	13330763	CB4856
X	WRMHS20N12	13297273	13333547	CB4856
X	WRMHS29A10	13307226	13332858	CB4856
X	WRMHS33P14	13314603	13357645	CB4856
X	WRMHS36J03	13315288	13349988	CB4856
X	WRMHS20P19	13322784	13358673	CB4856
X	WRMHS34P05	13327945	13366084	CB4856
X	WRMHS33B13	13328690	13365896	CB4856
X	WRMHS23N05	13343231	13379956	CB4856
X	WRMHS36K02	13349549	13387031	CB4856
X	WRMHS5B22	13353729	13386154	CB4856
X	WRMHS40P19	13354255	13390775	CB4856
X	WRMHS7D19	13355656	13384979	CB4856
X	WRMHS17A21	13364347	13402329	CB4856
X	WRMHS5K10	13394105	13429582	CB4856
X	WRMHS17D10	13400867	13438130	CB4856
X	WRMHS6D03	13421646	13455526	CB4856
X	WRMHS8P15	13423248	13455410	CB4856
X	WRMHS6P09	13436093	13472176	CB4856
X	WRMHS21D24	13440502	13476837	CB4856
X	WRMHS13F03	13478823	13511577	CB4856
X	WRMHS38C20	13483097	13518821	CB4856
X	WRMHS38I14	13484474	13517583	CB4856
X	WRMHS33A21	13485768	13525395	CB4856
X	WRMHS5N17	13487134	13523045	CB4856
X	WRMHS39G15	13489687	13520289	CB4856
X	WRMHS21B19	13490993	13528256	CB4856
X	WRMHS32B24	13493299	13527591	CB4856
X	WRMHS6B04	13494334	13526905	CB4856
X	WRMHS10P07	13495661	13525945	CB4856
X	WRMHS4H03	13500603	13533035	CB4856
X	WRMHS19I10	13509857	13538474	CB4856
X	WRMHS12O18	13510555	13542964	CB4856
X	WRMHS40J16	13520586	13561262	CB4856
X	WRMHS34A18	13555488	13588287	CB4856
X	WRMHS24A12	13565048	13604515	CB4856
X	WRMHS17D24	13568194	13609023	CB4856
X	WRMHS40F10	13570088	13602131	CB4856
X	WRMHS19D16	13576097	13609944	CB4856
X	WRMHS22G02	13591668	13627091	CB4856
X	WRMHS28L15	13620807	13652575	CB4856
X	WRMHS11J12	13633259	13669491	CB4856
X	WRMHS23A05	13633556	13669223	CB4856
X	WRMHS28O09	13642237	13677083	CB4856
X	WRMHS29F14	13643110	13679682	CB4856
X	WRMHS4D19	13644633	13679495	CB4856
X	WRMHS35P01	13648844	13689721	CB4856
X	WRMHS36N11	13650310	13691744	CB4856
X	WRMHS7H16	13664266	13700210	CB4856
X	WRMHS8N11	13666794	13699283	CB4856
X	WRMHS6J02	13672736	13703495	CB4856
X	WRMHS20P07	13673687	13707230	CB4856
X	WRMHS36J04	13675769	13713712	CB4856
X	WRMHS14D13	13677077	13714490	CB4856
X	WRMHS1F08	13692343	13725195	CB4856
X	WRMHS18F13	13693628	13734051	CB4856
X	WRMHS11L20	13707414	13743168	CB4856
X	WRMHS35N05	13720566	13756993	CB4856
X	WRMHS5B17	13761560	13794158	CB4856
X	WRMHS1A24	13765239	13795623	CB4856
X	WRMHS18N11	13771674	13812340	CB4856
X	WRMHS25F12	13772424	13810103	CB4856
X	WRMHS25G16	13781747	13807429	CB4856
X	WRMHS18F18	13806061	13841247	CB4856
X	WRMHS28G07	13809142	13844702	CB4856
X	WRMHS9N14	13813786	13846186	CB4856
X	WRMHS17D18	13819698	13849450	CB4856
X	WRMHS4P16	13822039	13847753	CB4856
X	WRMHS18B21	13823942	13853338	CB4856
X	WRMHS38F15	13841730	13875349	CB4856
X	WRMHS21K13	13854473	13895057	CB4856
X	WRMHS6E20	13867303	13901620	CB4856
X	WRMHS10N14	13879783	13912299	CB4856
X	WRMHS38E16	13883389	13915746	CB4856
X	WRMHS3D21	13885576	13923008	CB4856
X	WRMHS30I12	13905329	13945205	CB4856
X	WRMHS30I18	13905329	13945205	CB4856
X	WRMHS30K02	13905329	13945205	CB4856
X	WRMHS38F10	13908413	13944434	CB4856
X	WRMHS32I05	13924336	13952889	CB4856
X	WRMHS1L24	13926197	13961773	CB4856
X	WRMHS31L04	13938154	13969958	CB4856
X	WRMHS22I24	13944240	13978671	CB4856
X	WRMHS10J02	13945601	13978134	CB4856
X	WRMHS5D24	13946433	13980433	CB4856
X	WRMHS11H23	13954045	13987674	CB4856
X	WRMHS23E02	13959085	13996262	CB4856
X	WRMHS19C14	13959557	13992803	CB4856
X	WRMHS5E12	14016287	14055221	CB4856
X	WRMHS14D02	14025608	14067486	CB4856
X	WRMHS1E16	14029677	14067487	CB4856
X	WRMHS17P16	14030208	14070574	CB4856
X	WRMHS16J24	14031823	14066588	CB4856
X	WRMHS3E21	14032579	14070730	CB4856
X	WRMHS20O10	14035608	14076099	CB4856
X	WRMHS33C22	14040371	14073617	CB4856
X	WRMHS23J01	14041318	14080829	CB4856
X	WRMHS24L16	14053810	14086210	CB4856
X	WRMHS17K02	14067703	14108710	CB4856
X	WRMHS20O20	14073506	14114275	CB4856
X	WRMHS10D12	14093361	14125473	CB4856
X	WRMHS10O09	14100756	14134555	CB4856
X	WRMHS40M16	14106011	14137676	CB4856
X	WRMHS21A07	14106647	14145643	CB4856
X	WRMHS7B23	14116383	14147301	CB4856
X	WRMHS2M21	14124178	14153727	CB4856
X	WRMHS19A23	14126929	14166721	CB4856
X	WRMHS23G02	14138311	14167696	CB4856
X	WRMHS18J15	14153157	14191606	CB4856
X	WRMHS8A22	14157730	14191524	CB4856
X	WRMHS36C04	14161863	14198190	CB4856
X	WRMHS34N12	14165300	14198037	CB4856
X	WRMHS11D14	14170101	14202359	CB4856
X	WRMHS21A15	14171299	14204798	CB4856
X	WRMHS24K14	14194203	14227448	CB4856
X	WRMHS10L16	14197376	14235353	CB4856
X	WRMHS7G16	14203706	14230797	CB4856
X	WRMHS2K22	14206880	14237399	CB4856
X	WRMHS16F18	14209178	14239798	CB4856
X	WRMHS5L05	14210008	14245817	CB4856
X	WRMHS6L22	14235900	14271147	CB4856
X	WRMHS31N20	14249227	14284250	CB4856
X	WRMHS35I17	14256089	14295937	CB4856
X	WRMHS12E05	14256817	14291618	CB4856
X	WRMHS36A16	14262932	14298017	CB4856
X	WRMHS17L02	14266881	14301148	CB4856
X	WRMHS40D13	14287902	14325195	CB4856
X	WRMHS1J15	14295188	14327936	CB4856
X	WRMHS21M07	14307040	14341738	CB4856
X	WRMHS40D14	14308034	14338118	CB4856
X	WRMHS6J19	14316599	14351939	CB4856
X	WRMHS26L13	14316902	14349210	CB4856
X	WRMHS22F18	14338657	14380365	CB4856
X	WRMHS1C10	14384913	14425035	CB4856
X	WRMHS15D14	14385059	14420777	CB4856
X	WRMHS3G11	14385428	14413247	CB4856
X	WRMHS6F10	14400464	14438863	CB4856
X	WRMHS34L10	14402676	14435160	CB4856
X	WRMHS40E03	14418995	14451697	CB4856
X	WRMHS36N07	14419115	14456236	CB4856
X	WRMHS40B24	14429697	14460967	CB4856
X	WRMHS14C16	14435065	14478187	CB4856
X	WRMHS27H12	14451047	14486016	CB4856
X	WRMHS20F24	14455204	14486197	CB4856
X	WRMHS32N22	14464680	14499334	CB4856
X	WRMHS37D08	14464878	14500550	CB4856
X	WRMHS9P02	14475941	14507024	CB4856
X	WRMHS8G09	14508919	14544356	CB4856
X	WRMHS6D17	14513343	14551175	CB4856
X	WRMHS18K07	14516488	14548712	CB4856
X	WRMHS20K09	14518291	14555202	CB4856
X	WRMHS5L17	14522434	14556776	CB4856
X	WRMHS23G13	14526076	14560556	CB4856
X	WRMHS22I11	14539109	14582090	CB4856
X	WRMHS34I12	14541463	14577203	CB4856
X	WRMHS39G08	14543459	14582972	CB4856
X	WRMHS10I08	14545143	14584265	CB4856
X	WRMHS35F15	14548284	14578729	CB4856
X	WRMHS38C17	14550265	14591589	CB4856
X	WRMHS29H04	14564859	14600236	CB4856
X	WRMHS18H14	14565607	14595198	CB4856
X	WRMHS34O17	14569966	14601706	CB4856
X	WRMHS32L19	14581252	14617789	CB4856
X	WRMHS3O10	14585372	14619653	CB4856
X	WRMHS16K12	14593490	14637195	CB4856
X	WRMHS37B23	14593925	14635295	CB4856
X	WRMHS27E19	14600934	14632765	CB4856
X	WRMHS20K21	14604448	14642652	CB4856
X	WRMHS25E10	14606891	14642865	CB4856
X	WRMHS21P01	14608441	14639750	CB4856
X	WRMHS24G12	14608618	14645453	CB4856
X	WRMHS30I01	14623773	14659788	CB4856
X	WRMHS13G24	14626752	14665567	CB4856
X	WRMHS24M21	14638027	14680420	CB4856
X	WRMHS5H11	14639426	14672666	CB4856
X	WRMHS39H16	14642604	14680660	CB4856
X	WRMHS15M22	14644260	14678440	CB4856
X	WRMHS18G07	14645420	14679709	CB4856
X	WRMHS31C10	14647657	14689409	CB4856
X	WRMHS38N17	14652212	14696604	CB4856
X	WRMHS8E03	14658232	14688637	CB4856
X	WRMHS26L16	14662304	14691330	CB4856
X	WRMHS23P12	14672138	14710388	CB4856
X	WRMHS32P17	14679402	14717444	CB4856
X	WRMHS22E13	14682778	14717066	CB4856
X	WRMHS21H13	14692779	14729802	CB4856
X	WRMHS16G16	14705260	14744255	CB4856
X	WRMHS37A17	14720599	14753659	CB4856
X	WRMHS28C20	14728774	14756384	CB4856
X	WRMHS18N10	14731127	14769355	CB4856
X	WRMHS16E02	14731138	14769355	CB4856
X	WRMHS19P23	14732565	14769099	CB4856
X	WRMHS16J08	14733253	14762888	CB4856
X	WRMHS9E05	14736261	14766943	CB4856
X	WRMHS36F15	14744331	14779629	CB4856
X	WRMHS23F23	14744916	14784118	CB4856
X	WRMHS13O05	14752316	14784183	CB4856
X	WRMHS36M10	14757896	14798555	CB4856
X	WRMHS18G04	14762087	14797579	CB4856
X	WRMHS34B21	14780863	14812832	CB4856
X	WRMHS20G18	14823362	14860151	CB4856
X	WRMHS21I01	14824238	14860929	CB4856
X	WRMHS35A17	14833965	14869528	CB4856
X	WRMHS2J05	14835640	14863541	CB4856
X	WRMHS10D24	14839512	14871489	CB4856
X	WRMHS9D10	14841614	14882034	CB4856
X	WRMHS10B02	14846903	14880317	CB4856
X	WRMHS22J04	14863241	14893353	CB4856
X	WRMHS39L04	14872928	14904456	CB4856
X	WRMHS31C18	14882501	14908900	CB4856
X	WRMHS22B01	14883726	14908910	CB4856
X	WRMHS13E05	14908076	14933021	CB4856
X	WRMHS10K02	14908255	14932879	CB4856
X	WRMHS6A18	14908471	14933395	CB4856
X	WRMHS15H16	14925674	14957053	CB4856
X	WRMHS28H12	14944628	14977346	CB4856
X	WRMHS1G06	14970958	15001231	CB4856
X	WRMHS34L22	14976551	15006621	CB4856
X	WRMHS37E20	14979464	15012593	CB4856
X	WRMHS7B06	14982848	15010787	CB4856
X	WRMHS17M18	14992929	15028758	CB4856
X	WRMHS4O08	14994714	15025474	CB4856
X	WRMHS35N16	14999556	15038817	CB4856
X	WRMHS9H24	14999988	15032160	CB4856
X	WRMHS21L24	15000313	15033907	CB4856
X	WRMHS30E13	15003984	15030405	CB4856
X	WRMHS23H23	15022046	15059533	CB4856
X	WRMHS25G20	15022063	15058424	CB4856
X	WRMHS36A12	15022421	15062186	CB4856
X	WRMHS24I23	15023885	15059516	CB4856
X	WRMHS29I04	15025933	15059575	CB4856
X	WRMHS40E06	15035870	15072881	CB4856
X	WRMHS11B12	15067299	15102104	CB4856
X	WRMHS27O14	15083407	15111443	CB4856
X	WRMHS16E07	15093376	15128493	CB4856
X	WRMHS32K19	15093635	15138089	CB4856
X	WRMHS20K16	15112762	15153200	CB4856
X	WRMHS24I16	15133793	15167856	CB4856
X	WRMHS14P03	15155988	15190939	CB4856
X	WRMHS39O04	15159099	15176673	CB4856
X	WRMHS39G22	15182704	15211711	CB4856
X	WRMHS29E09	15184230	15219495	CB4856
X	WRMHS36G01	15185665	15219481	CB4856
X	WRMHS31D08	15186631	15224381	CB4856
X	WRMHS27C18	15191299	15225626	CB4856
X	WRMHS9F06	15202542	15228726	CB4856
X	WRMHS22F02	15216520	15247396	CB4856
X	WRMHS40M03	15217275	15246689	CB4856
X	WRMHS7O08	15219178	15244483	CB4856
X	WRMHS26H03	15221877	15248816	CB4856
X	WRMHS29I12	15222001	15239149	CB4856
X	WRMHS30M02	15226176	15249423	CB4856
X	WRMHS37H16	15228473	15264051	CB4856
X	WRMHS17B04	15252460	15294307	CB4856
X	WRMHS19I01	15253150	15287271	CB4856
X	WRMHS35J18	15275850	15310770	CB4856
X	WRMHS7F13	15278793	15304302	CB4856
X	WRMHS19M23	15288705	15327803	CB4856
X	WRMHS5N21	15299564	15328625	CB4856
X	WRMHS24H22	15355931	15386965	CB4856
X	WRMHS21H16	15363191	15387554	CB4856
X	WRMHS40E08	15364030	15408798	CB4856
X	WRMHS17D12	15371775	15415335	CB4856
X	WRMHS13I11	15376938	15416758	CB4856
X	WRMHS18K13	15384148	15424613	CB4856
X	WRMHS6O12	15386513	15427604	CB4856
X	WRMHS8O04	15391010	15434396	CB4856
X	WRMHS1C24	15392797	15436456	CB4856
X	WRMHS40C18	15410139	15443648	CB4856
X	WRMHS10L21	15417098	15448493	CB4856
X	WRMHS22K20	15424486	15465902	CB4856
X	WRMHS16G04	15429284	15463301	CB4856
X	WRMHS24J05	15433737	15464032	CB4856
X	WRMHS5L06	15449353	15482032	CB4856
X	WRMHS40A01	15459464	15498458	CB4856
X	WRMHS1O12	15468525	15504918	CB4856
X	WRMHS34F23	15473401	15503599	CB4856
X	WRMHS23L07	15473834	15510451	CB4856
X	WRMHS17D08	15478154	15511671	CB4856
X	WRMHS38C07	15489598	15526544	CB4856
X	WRMHS18G18	15500899	15539038	CB4856
X	WRMHS37G07	15501288	15535491	CB4856
X	WRMHS39C23	15501559	15538527	CB4856
X	WRMHS40D22	15501559	15538527	CB4856
X	WRMHS12H23	15503906	15534697	CB4856
X	WRMHS34K19	15505457	15540254	CB4856
X	WRMHS6A20	15512198	15544999	CB4856
X	WRMHS33M24	15532279	15566381	CB4856
X	WRMHS33K08	15533247	15565746	CB4856
X	WRMHS34K05	15542364	15575048	CB4856
X	WRMHS36N17	15544999	15582986	CB4856
X	WRMHS1H03	15548552	15581454	CB4856
X	WRMHS19O01	15548701	15586907	CB4856
X	WRMHS39I16	15555957	15587747	CB4856
X	WRMHS34G04	15561967	15598859	CB4856
X	WRMHS12P05	15575803	15609684	CB4856
X	WRMHS21A14	15576752	15606331	CB4856
X	WRMHS8L24	15576929	15609291	CB4856
X	WRMHS32K05	15579123	15611691	CB4856
X	WRMHS6B06	15589401	15625045	CB4856
X	WRMHS6F08	15589401	15625045	CB4856
X	WRMHS25B06	15591172	15622334	CB4856
X	WRMHS25I24	15593471	15624587	CB4856
X	WRMHS12J14	15596721	15632643	CB4856
X	WRMHS3G09	15597481	15630513	CB4856
X	WRMHS21K19	15601764	15634887	CB4856
X	WRMHS5L19	15626386	15661669	CB4856
X	WRMHS34J10	15669599	15701354	CB4856
X	WRMHS21F05	15684338	15714346	CB4856
X	WRMHS17D01	15686275	15719770	CB4856
X	WRMHS12N13	15689301	15725458	CB4856
X	WRMHS10J07	15692770	15731381	CB4856
X	WRMHS39A04	15707256	15737962	CB4856
X	WRMHS24N23	15708386	15739583	CB4856
X	WRMHS5E20	15716314	15747149	CB4856
X	WRMHS37D18	15723287	15752993	CB4856
X	WRMHS37D14	15728146	15762167	CB4856
X	WRMHS14A19	15733446	15766103	CB4856
X	WRMHS17L18	15737757	15772821	CB4856
X	WRMHS12O16	15760201	15792234	CB4856
X	WRMHS9K15	15786733	15828682	CB4856
X	WRMHS24F12	15789529	15829145	CB4856
X	WRMHS29O20	15790899	15829817	CB4856
X	WRMHS20H16	15826493	15858721	CB4856
X	WRMHS24I14	15827189	15860014	CB4856
X	WRMHS5B01	15828461	15852748	CB4856
X	WRMHS16I06	15830533	15866935	CB4856
X	WRMHS20I02	15850025	15889108	CB4856
X	WRMHS4B22	15861225	15897269	CB4856
X	WRMHS33G13	15861474	15898858	CB4856
X	WRMHS29P10	15871277	15904138	CB4856
X	WRMHS19M03	15879746	15911867	CB4856
X	WRMHS6D04	15901575	15933783	CB4856
X	WRMHS39M18	15902320	15940546	CB4856
X	WRMHS34C05	15910253	15942514	CB4856
X	WRMHS33D04	15964815	15999972	CB4856
X	WRMHS23M13	15969113	16007068	CB4856
X	WRMHS5I07	15969221	15999722	CB4856
X	WRMHS19O10	15973820	16008803	CB4856
X	WRMHS5P16	15999543	16026780	CB4856
X	WRMHS19E19	16018691	16059072	CB4856
X	WRMHS3C09	16035211	16075954	CB4856
X	WRMHS39J17	16048293	16081098	CB4856
X	WRMHS38D23	16071935	16105716	CB4856
X	WRMHS37F10	16096732	16133023	CB4856
X	WRMHS27B19	16119113	16148659	CB4856
X	WRMHS31F09	16119811	16151703	CB4856
X	WRMHS6P24	16121989	16159009	CB4856
X	WRMHS28M04	16128831	16159865	CB4856
X	WRMHS28M08	16128831	16159865	CB4856
X	WRMHS28M10	16128831	16159865	CB4856
X	WRMHS5D11	16133415	16162005	CB4856
X	WRMHS11B16	16145374	16182021	CB4856
X	WRMHS40P04	16148147	16181116	CB4856
X	WRMHS1O21	16160874	16197829	CB4856
X	WRMHS22P16	16167669	16201962	CB4856
X	WRMHS2N05	16189865	16231326	CB4856
X	WRMHS34K01	16191697	16223983	CB4856
X	WRMHS29B04	16210299	16252573	CB4856
X	WRMHS9P19	16214032	16247611	CB4856
X	WRMHS9F05	16217516	16251969	CB4856
X	WRMHS34F06	16219731	16258139	CB4856
X	WRMHS38G21	16265197	16300202	CB4856
X	WRMHS21A02	16282312	16325237	CB4856
X	WRMHS8K15	16298351	16331829	CB4856
X	WRMHS36N16	16299286	16339458	CB4856
X	WRMHS14O01	16362574	16394599	CB4856
X	WRMHS4M08	16366329	16394940	CB4856
X	WRMHS20M02	16368786	16408664	CB4856
X	WRMHS3C03	16380916	16411028	CB4856
X	WRMHS5K05	16381207	16416629	CB4856
X	WRMHS15E12	16424510	16463835	CB4856
X	WRMHS28J07	16425988	16463650	CB4856
X	WRMHS38D10	16436965	16463365	CB4856
X	WRMHS8G15	16439258	16468999	CB4856
X	WRMHS18D24	16443326	16473505	CB4856
X	WRMHS19E23	16454037	16492610	CB4856
X	WRMHS40B16	16455720	16488168	CB4856
X	WRMHS11H20	16476696	16505109	CB4856
X	WRMHS15I11	16483982	16517052	CB4856
X	WRMHS5L22	16490179	16519504	CB4856
X	WRMHS21C12	16491300	16523995	CB4856
X	WRMHS18P11	16491590	16529609	CB4856
X	WRMHS13H22	16501240	16536571	CB4856
X	WRMHS6L13	16509679	16543758	CB4856
X	WRMHS32F02	16518597	16551823	CB4856
X	WRMHS40P11	16535228	16578355	CB4856
X	WRMHS39D16	16536098	16574551	CB4856
X	WRMHS26P19	16540023	16579915	CB4856
X	WRMHS28G01	16547193	16583559	CB4856
X	WRMHS2H12	16565529	16595160	CB4856
X	WRMHS37B10	16568233	16607249	CB4856
X	WRMHS22B19	16582899	16614651	CB4856
X	WRMHS11G10	16585199	16623987	CB4856
X	WRMHS1G21	16585375	16623338	CB4856
X	WRMHS12F09	16597938	16628527	CB4856
X	WRMHS21E03	16601583	16638716	CB4856
X	WRMHS7I03	16605052	16639502	CB4856
X	WRMHS3H08	16620638	16651743	CB4856
X	WRMHS14M17	16623371	16655371	CB4856
X	WRMHS6A08	16624536	16653773	CB4856
X	WRMHS20H07	16637511	16669930	CB4856
X	WRMHS32B23	16641796	16676676	CB4856
X	WRMHS33B21	16650257	16683937	CB4856
X	WRMHS39J03	16666560	16707937	CB4856
X	WRMHS2M15	16692433	16719658	CB4856
X	WRMHS25E14	16698119	16728705	CB4856
X	WRMHS17D19	16731633	16764403	CB4856
X	WRMHS17F05	16733038	16773357	CB4856
X	WRMHS8C05	16733139	16765474	CB4856
X	WRMHS15K12	16737834	16768699	CB4856
X	WRMHS35B02	16741240	16771991	CB4856
X	WRMHS39F16	16741240	16771991	CB4856
X	WRMHS13K19	16753369	16783447	CB4856
X	WRMHS13L24	16754221	16793664	CB4856
X	WRMHS18J16	16760723	16793654	CB4856
X	WRMHS10N21	16765130	16806491	CB4856
X	WRMHS1F20	16770567	16806150	CB4856
X	WRMHS5F01	16775137	16815856	CB4856
X	WRMHS24L22	16775715	16813214	CB4856
X	WRMHS13I03	16775801	16806825	CB4856
X	WRMHS13G04	16785804	16821754	CB4856
X	WRMHS9A08	16790795	16828499	CB4856
X	WRMHS13F14	16792463	16819395	CB4856
X	WRMHS11G18	16800335	16831631	CB4856
X	WRMHS17H11	16811129	16844376	CB4856
X	WRMHS17M03	16813170	16851986	CB4856
X	WRMHS12C23	16815583	16849034	CB4856
X	WRMHS22P04	16823553	16864053	CB4856
X	WRMHS35E07	16825302	16855543	CB4856
X	WRMHS21N04	16828346	16867703	CB4856
X	WRMHS36C17	16833408	16871231	CB4856
X	WRMHS40B12	16837001	16867200	CB4856
X	WRMHS40E19	16837840	16879526	CB4856
X	WRMHS12O09	16841184	16876665	CB4856
X	WRMHS29K21	16841532	16876666	CB4856
X	WRMHS10G21	16841885	16876745	CB4856
X	WRMHS30C01	16843870	16880460	CB4856
X	WRMHS19K20	16845104	16877197	CB4856
X	WRMHS14H21	16854637	16884185	CB4856
X	WRMHS6H19	16858407	16889160	CB4856
X	WRMHS36G17	16861398	16892840	CB4856
X	WRMHS31D15	16880222	16914477	CB4856
X	WRMHS31E24	16895988	16933858	CB4856
X	WRMHS16D02	16900279	16935461	CB4856
X	WRMHS23A14	16902986	16935969	CB4856
X	WRMHS30E17	16911553	16938224	CB4856
X	WRMHS22D21	16914983	16935243	CB4856
X	WRMHS39I10	16920179	16938274	CB4856
X	WRMHS9E06	16931234	16947217	CB4856
X	WRMHS1H24	16931339	16949190	CB4856
X	WRMHS33H14	16956353	16992715	CB4856
X	WRMHS33G11	16960516	16994027	CB4856
X	WRMHS12F10	16964507	16996769	CB4856
X	WRMHS14G10	16982441	17014695	CB4856
X	WRMHS36J08	16990892	17022062	CB4856
X	WRMHS27F23	16994691	17029471	CB4856
X	WRMHS8I01	16996486	17026379	CB4856
X	WRMHS18H24	16997808	17032765	CB4856
X	WRMHS17G24	16999037	17041063	CB4856
X	WRMHS22B23	17008116	17040052	CB4856
X	WRMHS14O09	17009623	17048499	CB4856
X	WRMHS5O24	17022380	17058560	CB4856
X	WRMHS21M18	17023658	17059530	CB4856
X	WRMHS16N03	17027250	17061697	CB4856
X	WRMHS14J09	17033518	17068722	CB4856
X	WRMHS34L06	17037704	17070425	CB4856
X	WRMHS17N09	17039528	17073940	CB4856
X	WRMHS3C13	17044213	17075468	CB4856
X	WRMHS21A22	17052196	17084779	CB4856
X	WRMHS22C22	17064293	17105930	CB4856
X	WRMHS20E07	17070627	17099228	CB4856
X	WRMHS23G18	17080816	17115158	CB4856
X	WRMHS32B10	17088628	17127679	CB4856
X	WRMHS5B13	17089046	17130931	CB4856
X	WRMHS19C11	17089661	17119455	CB4856
X	WRMHS38I05	17092419	17135731	CB4856
X	WRMHS26B19	17094031	17132118	CB4856
X	WRMHS10D18	17101791	17134145	CB4856
X	WRMHS3G13	17101943	17137430	CB4856
X	WRMHS25C18	17120702	17153005	CB4856
X	WRMHS6O03	17126750	17160060	CB4856
X	WRMHS19O07	17144653	17178817	CB4856
X	WRMHS23K22	17151931	17188484	CB4856
X	WRMHS24G05	17152430	17196703	CB4856
X	WRMHS20C22	17155378	17192866	CB4856
X	WRMHS7C20	17159259	17204030	CB4856
X	WRMHS24M04	17161383	17195551	CB4856
X	WRMHS15G06	17169503	17206939	CB4856
X	WRMHS31L24	17192501	17227220	CB4856
X	WRMHS29E19	17194794	17233479	CB4856
X	WRMHS14L21	17198719	17238366	CB4856
X	WRMHS21F17	17207389	17243704	CB4856
X	WRMHS31J07	17214223	17247855	CB4856
X	WRMHS21O01	17217741	17254841	CB4856
X	WRMHS11E03	17220895	17254206	CB4856
X	WRMHS11E08	17223627	17255354	CB4856
X	WRMHS37P02	17229567	17268535	CB4856
X	WRMHS10L15	17238781	17273383	CB4856
X	WRMHS2A04	17256206	17291630	CB4856
X	WRMHS2P21	17263295	17295781	CB4856
X	WRMHS9M20	17271002	17303907	CB4856
X	WRMHS17F23	17273177	17305981	CB4856
X	WRMHS19E22	17311502	17342330	CB4856
X	WRMHS33D11	17355498	17395417	CB4856
X	WRMHS31C17	17362598	17405981	CB4856
X	WRMHS40F06	17365179	17399370	CB4856
X	WRMHS20O09	17369767	17403874	CB4856
X	WRMHS13O22	17372737	17399085	CB4856
X	WRMHS11L05	17375320	17407947	CB4856
X	WRMHS32A22	17387954	17419121	CB4856
X	WRMHS20N09	17393880	17428762	CB4856
X	WRMHS9O05	17401572	17436376	CB4856
X	WRMHS14C06	17403417	17447315	CB4856
X	WRMHS40L21	17406664	17444667	CB4856
X	WRMHS23P24	17407833	17442954	CB4856
X	WRMHS32C05	17409472	17442671	CB4856
X	WRMHS12M10	17421740	17447246	CB4856
X	WRMHS6A14	17424923	17449591	CB4856
X	WRMHS11F13	17434645	17454526	CB4856
X	WRMHS30E06	17435352	17453644	CB4856
X	WRMHS5J01	17440020	17464368	CB4856
X	WRMHS8E07	17441979	17466606	CB4856
X	WRMHS3M03	17446573	17473609	CB4856
X	WRMHS14A04	17446644	17466494	CB4856
X	WRMHS17D14	17447691	17473356	CB4856
X	WRMHS14E06	17449402	17490150	CB4856
X	WRMHS12E17	17453107	17487041	CB4856
X	WRMHS16L20	17478209	17519460	CB4856
X	WRMHS39B05	17485235	17527453	CB4856
X	WRMHS10C02	17488173	17520196	CB4856
X	WRMHS3J04	17489213	17522713	CB4856
X	WRMHS19N09	17505849	17547232	CB4856
X	WRMHS24I05	17521174	17553712	CB4856
X	WRMHS13C18	17540568	17576510	CB4856
X	WRMHS12M15	17543103	17580174	CB4856
X	WRMHS3L24	17546190	17576097	CB4856
X	WRMHS7J04	17558646	17588617	CB4856
X	WRMHS9L10	17560774	17598090	CB4856
X	WRMHS12E19	17572601	17600065	CB4856
X	WRMHS34O09	17579620	17614951	CB4856
X	WRMHS37B07	17581537	17608129	CB4856
X	WRMHS31I19	17599335	17637264	CB4856
X	WRMHS2F23	17645118	17678995	CB4856
X	WRMHS31O09	17649369	17684277	CB4856
X	WRMHS2P03	17683591	17718854	CB4856
I	WRM0633bC12	24965	56050	N2
I	WRM0623aC03	55904	90852	N2
I	WRM0638dH05	114090	142923	N2
I	WRM064bF03	114684	147081	N2
I	WRM0613bH11	126316	159666	N2
